departure,departure_state_1789_fr,destination_state_1789_fr,homeport,year,destination_ferme_direction,tonnage,flag,tonnage_class,destination_ferme_bureau,departure_ferme_bureau,departure_action,destination_action,homeport_state_1789_fr,destination,departure_ferme_direction
Dunkerque,France,Grande-Bretagne,Sunderland,1787,,95,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Arundel,1787,,70,British,[51-100],,Dunkerque,out,in,,Newcastle,Lille
Dunkerque,France,Grande-Bretagne,Arundell,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Margate,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Harwich,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Saint Hélène,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Portugal,Dunkerque,1787,,140,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Grande-Bretagne,Deal,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Portugal,Dunkerque,1787,,120,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Baie d' Authie,France,France,Boulogne sur Mer,1787,Lille,40,French,[21-50],Dunkerque,Abbeville,out,in,France,Dunkerque,Amiens
Dunkerque,France,France,Dunkerque,1787,Marseille,150,French,[101-200],Marseille,Dunkerque,out,in,France,Marseille,Lille
Dunkerque,France,France,Dunkerque,1787,,190,French,[101-200],,Dunkerque,out,in,France,Cap [Français],Lille
Dunkerque,France,Portugal,Corren,1787,,125,British,[101-200],,Dunkerque,out,in,,Lisbonne,Lille
Dunkerque,France,Grande-Bretagne,Deal,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkestone,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkestone,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Tervers,1787,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Tervers,1787,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1787,,155,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Guernezey,1787,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Guernezé,1787,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Burnham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Dunkerque,1787,,76,French,[51-100],,Dunkerque,out,in,France,Liverpool,Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Aber Ildut,1787,Lorient,54,French,[51-100],Brest,Dunkerque,out,in,France,Brest,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Ipswich,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Portugal,Dunkerque,1787,,110,French,[101-200],,Dunkerque,out,in,France,Setubal,Lille
Dunkerque,France,France,Bourcefranc,1787,La Rochelle,50,French,[21-50],Rochefort,Dunkerque,out,in,France,Rochefort,Lille
Dunkerque,France,France,Boulogne [sur Mer],1787,Lorient,150,French,[101-200],Brest,Dunkerque,out,in,France,Brest,Lille
Dunkerque,France,Grande-Bretagne,Loo [Lee],1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Danemark,Wick,1787,,12,British,[1-20],,Dunkerque,out,in,,Nord Ferrow en Norvege,Lille
Dunkerque,France,Grande-Bretagne,Whistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Wistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Wistable,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Ile aux moines,1787,Lorient,162,French,[101-200],Vannes,Dunkerque,out,in,France,Vannes,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Provinces-Unies,Dunkerque,1787,,30,French,[21-50],,Dunkerque,out,in,France,Amsterdam,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Douvres,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Douvres,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Lye [Rye],1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Rye,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Islande,Dunkerque,1787,,130,French,[101-200],,Dunkerque,out,in,France,Islande,Lille
Dunkerque,France,Provinces-Unies,Dunkerque,1787,,40,French,[21-50],,Dunkerque,out,in,France,Rotterdam,Lille
Dunkerque,France,Provinces-Unies,Dunkerque,1787,,40,French,[21-50],,Dunkerque,out,in,France,Rotterdam,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Ipswich,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Ipswich,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Colchester,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Chatham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Faversham,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Le Havre,1787,,85,French,[51-100],,Dunkerque,out,in,France,Liverpool,Lille
Dunkerque,France,France,Dunkerque,1787,,200,French,[101-200],,Dunkerque,out,in,France,Tabago,Lille
Dunkerque,France,France,Dunkerque,1787,,350,French,[201-500],,Dunkerque,out,in,France,Tabago,Lille
Dunkerque,France,Grande-Bretagne,Pool,1787,,180,British,[101-200],,Dunkerque,out,in,,Pool,Lille
Dunkerque,France,Grande-Bretagne,Hearing [Harwich],1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Padstow,1787,,32,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Padstow,Lille
Dunkerque,France,Grande-Bretagne,Hull,1787,,70,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Hull,Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1787,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Provinces-Unies,Rotterdam,1787,,80,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Rotterdam,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Londres,1787,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Hastings,1787,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
